p=0.5, n=100, m/n=5.3, WalkSAT Success: 0.0%, Total Flips: 100000, Time: 10.70 seconds
p=0.5, n=100, m/n=5.4, WalkSAT Success: 0.0%, Total Flips: 100000, Time: 10.96 seconds
p=0.5, n=250, m/n=2.5, WalkSAT Success: 100.0%, Total Flips: 11473, Time: 3.04 seconds
p=0.5, n=250, m/n=2.6, WalkSAT Success: 100.0%, Total Flips: 14378, Time: 3.27 seconds
p=0.5, n=250, m/n=2.7, WalkSAT Success: 100.0%, Total Flips: 16352, Time: 3.49 seconds
p=0.5, n=250, m/n=2.8, WalkSAT Success: 100.0%, Total Flips: 19868, Time: 3.98 seconds
p=0.5, n=250, m/n=2.9, WalkSAT Success: 100.0%, Total Flips: 22179, Time: 4.27 seconds
p=0.5, n=250, m/n=3.0, WalkSAT Success: 100.0%, Total Flips: 33476, Time: 5.66 seconds
p=0.5, n=250, m/n=3.1, WalkSAT Success: 98.0%, Total Flips: 60006, Time: 8.35 seconds
p=0.5, n=250, m/n=3.2, WalkSAT Success: 95.0%, Total Flips: 75641, Time: 10.19 seconds
p=0.5, n=250, m/n=3.3, WalkSAT Success: 70.0%, Total Flips: 135598, Time: 15.95 seconds
p=0.5, n=250, m/n=3.4, WalkSAT Success: 44.0%, Total Flips: 188162, Time: 21.29 seconds
p=0.5, n=250, m/n=3.5, WalkSAT Success: 31.0%, Total Flips: 203725, Time: 22.59 seconds
p=0.5, n=250, m/n=3.6, WalkSAT Success: 12.0%, Total Flips: 237960, Time: 26.43 seconds
p=0.5, n=250, m/n=3.7, WalkSAT Success: 9.0%, Total Flips: 234233, Time: 26.45 seconds
p=0.5, n=250, m/n=3.8, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 28.59 seconds
p=0.5, n=250, m/n=3.9, WalkSAT Success: 1.0%, Total Flips: 247994, Time: 29.15 seconds
p=0.5, n=250, m/n=4.0, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 30.02 seconds
p=0.5, n=250, m/n=4.1, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 31.24 seconds
p=0.5, n=250, m/n=4.2, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 31.44 seconds
p=0.5, n=250, m/n=4.3, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 32.20 seconds
p=0.5, n=250, m/n=4.4, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 32.83 seconds
p=0.5, n=250, m/n=4.5, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 33.79 seconds
p=0.5, n=250, m/n=4.6, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 34.60 seconds
p=0.5, n=250, m/n=4.7, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 36.17 seconds
p=0.5, n=250, m/n=4.8, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 35.74 seconds
p=0.5, n=250, m/n=4.9, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 36.30 seconds
p=0.5, n=250, m/n=5.0, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 37.00 seconds
p=0.5, n=250, m/n=5.1, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 38.28 seconds
p=0.5, n=250, m/n=5.2, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 38.32 seconds
p=0.5, n=250, m/n=5.3, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 39.20 seconds
p=0.5, n=250, m/n=5.4, WalkSAT Success: 0.0%, Total Flips: 250000, Time: 39.91 seconds
p=0.5, n=500, m/n=2.5, WalkSAT Success: 100.0%, Total Flips: 24189, Time: 5.36 seconds
p=0.5, n=500, m/n=2.6, WalkSAT Success: 100.0%, Total Flips: 27753, Time: 5.91 seconds
p=0.5, n=500, m/n=2.7, WalkSAT Success: 100.0%, Total Flips: 30200, Time: 6.39 seconds
p=0.5, n=500, m/n=2.8, WalkSAT Success: 100.0%, Total Flips: 38732, Time: 8.37 seconds
p=0.5, n=500, m/n=2.9, WalkSAT Success: 100.0%, Total Flips: 53166, Time: 11.11 seconds
p=0.5, n=500, m/n=3.0, WalkSAT Success: 100.0%, Total Flips: 84039, Time: 17.04 seconds
p=0.5, n=500, m/n=3.1, WalkSAT Success: 92.0%, Total Flips: 157879, Time: 29.81 seconds
p=0.5, n=500, m/n=3.2, WalkSAT Success: 61.0%, Total Flips: 293684, Time: 51.44 seconds
p=0.5, n=500, m/n=3.3, WalkSAT Success: 39.0%, Total Flips: 381478, Time: 66.42 seconds
p=0.5, n=500, m/n=3.4, WalkSAT Success: 14.0%, Total Flips: 460766, Time: 82.02 seconds
p=0.5, n=500, m/n=3.5, WalkSAT Success: 4.0%, Total Flips: 484682, Time: 87.45 seconds
p=0.5, n=500, m/n=3.6, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 92.54 seconds
p=0.5, n=500, m/n=3.7, WalkSAT Success: 1.0%, Total Flips: 499320, Time: 94.60 seconds
p=0.5, n=500, m/n=3.8, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 97.63 seconds
p=0.5, n=500, m/n=3.9, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 101.16 seconds
p=0.5, n=500, m/n=4.0, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 104.38 seconds
p=0.5, n=500, m/n=4.1, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 107.29 seconds
p=0.5, n=500, m/n=4.2, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 109.32 seconds
p=0.5, n=500, m/n=4.3, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 112.05 seconds
p=0.5, n=500, m/n=4.4, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 113.99 seconds
p=0.5, n=500, m/n=4.5, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 116.87 seconds
p=0.5, n=500, m/n=4.6, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 120.36 seconds
p=0.5, n=500, m/n=4.7, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 121.76 seconds
p=0.5, n=500, m/n=4.8, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 124.89 seconds
p=0.5, n=500, m/n=4.9, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 128.27 seconds
p=0.5, n=500, m/n=5.0, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 130.20 seconds
p=0.5, n=500, m/n=5.1, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 132.88 seconds
p=0.5, n=500, m/n=5.2, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 135.83 seconds
p=0.5, n=500, m/n=5.3, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 138.28 seconds
p=0.5, n=500, m/n=5.4, WalkSAT Success: 0.0%, Total Flips: 500000, Time: 140.75 seconds
p=0.5, n=1000, m/n=2.5, WalkSAT Success: 100.0%, Total Flips: 47899, Time: 13.77 seconds
p=0.5, n=1000, m/n=2.6, WalkSAT Success: 100.0%, Total Flips: 53734, Time: 15.54 seconds
p=0.5, n=1000, m/n=2.7, WalkSAT Success: 100.0%, Total Flips: 63855, Time: 18.51 seconds
p=0.5, n=1000, m/n=2.8, WalkSAT Success: 100.0%, Total Flips: 82559, Time: 28.15 seconds
p=0.5, n=1000, m/n=2.9, WalkSAT Success: 100.0%, Total Flips: 113520, Time: 38.25 seconds
p=0.5, n=1000, m/n=3.0, WalkSAT Success: 99.0%, Total Flips: 204685, Time: 72.88 seconds
p=0.5, n=1000, m/n=3.1, WalkSAT Success: 70.0%, Total Flips: 567742, Time: 203.35 seconds
p=0.5, n=1000, m/n=3.2, WalkSAT Success: 42.0%, Total Flips: 772720, Time: 272.18 seconds
p=0.5, n=1000, m/n=3.3, WalkSAT Success: 12.0%, Total Flips: 930483, Time: 325.47 seconds
p=0.5, n=1000, m/n=3.4, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 360.60 seconds
p=0.5, n=1000, m/n=3.5, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 370.61 seconds
p=0.5, n=1000, m/n=3.6, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 382.11 seconds
p=0.5, n=1000, m/n=3.7, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 414.87 seconds
p=0.5, n=1000, m/n=3.8, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 434.15 seconds
p=0.5, n=1000, m/n=3.9, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 448.74 seconds
p=0.5, n=1000, m/n=4.0, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 458.81 seconds
p=0.5, n=1000, m/n=4.1, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 428.54 seconds
p=0.5, n=1000, m/n=4.2, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 434.69 seconds
p=0.5, n=1000, m/n=4.3, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 441.78 seconds
p=0.5, n=1000, m/n=4.4, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 458.52 seconds
p=0.5, n=1000, m/n=4.5, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 448.40 seconds
p=0.5, n=1000, m/n=4.6, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 457.03 seconds
p=0.5, n=1000, m/n=4.7, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 498.54 seconds
p=0.5, n=1000, m/n=4.8, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 505.33 seconds
p=0.5, n=1000, m/n=4.9, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 512.00 seconds
p=0.5, n=1000, m/n=5.0, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 518.76 seconds
p=0.5, n=1000, m/n=5.1, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 529.53 seconds
p=0.5, n=1000, m/n=5.2, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 534.92 seconds
p=0.5, n=1000, m/n=5.3, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 546.43 seconds
p=0.5, n=1000, m/n=5.4, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 525.81 seconds
