p=0, m/n=3.5, WalkSAT Success: 100.0%, Total Flips: 59533, Time: 15.41 seconds
p=0, m/n=3.6, WalkSAT Success: 100.0%, Total Flips: 63833, Time: 16.45 seconds
p=0, m/n=3.7, WalkSAT Success: 100.0%, Total Flips: 69101, Time: 18.27 seconds
p=0, m/n=3.8, WalkSAT Success: 100.0%, Total Flips: 74925, Time: 20.28 seconds
p=0, m/n=3.9, WalkSAT Success: 100.0%, Total Flips: 80391, Time: 21.97 seconds
p=0, m/n=4.0, WalkSAT Success: 100.0%, Total Flips: 86664, Time: 23.96 seconds
p=0, m/n=4.1, WalkSAT Success: 100.0%, Total Flips: 102883, Time: 28.74 seconds
p=0, m/n=4.2, WalkSAT Success: 100.0%, Total Flips: 133878, Time: 37.78 seconds
p=0, m/n=4.3, WalkSAT Success: 96.0%, Total Flips: 290698, Time: 79.89 seconds
p=0, m/n=4.4, WalkSAT Success: 70.0%, Total Flips: 594607, Time: 162.10 seconds
p=0.1, m/n=3.5, WalkSAT Success: 100.0%, Total Flips: 63738, Time: 15.74 seconds
p=0.1, m/n=3.6, WalkSAT Success: 100.0%, Total Flips: 67950, Time: 17.27 seconds
p=0.1, m/n=3.7, WalkSAT Success: 100.0%, Total Flips: 73975, Time: 19.41 seconds
p=0.1, m/n=3.8, WalkSAT Success: 100.0%, Total Flips: 79751, Time: 21.57 seconds
p=0.1, m/n=3.9, WalkSAT Success: 100.0%, Total Flips: 88606, Time: 25.14 seconds
p=0.1, m/n=4.0, WalkSAT Success: 100.0%, Total Flips: 112925, Time: 30.39 seconds
p=0.1, m/n=4.1, WalkSAT Success: 100.0%, Total Flips: 159121, Time: 43.70 seconds
p=0.1, m/n=4.2, WalkSAT Success: 96.0%, Total Flips: 276693, Time: 74.08 seconds
p=0.1, m/n=4.3, WalkSAT Success: 72.0%, Total Flips: 589335, Time: 154.24 seconds
p=0.1, m/n=4.4, WalkSAT Success: 30.0%, Total Flips: 874236, Time: 232.19 seconds
p=0.2, m/n=3.5, WalkSAT Success: 100.0%, Total Flips: 67140, Time: 16.73 seconds
p=0.2, m/n=3.6, WalkSAT Success: 100.0%, Total Flips: 73491, Time: 18.87 seconds
p=0.2, m/n=3.7, WalkSAT Success: 100.0%, Total Flips: 80617, Time: 21.07 seconds
p=0.2, m/n=3.8, WalkSAT Success: 100.0%, Total Flips: 89092, Time: 23.90 seconds
p=0.2, m/n=3.9, WalkSAT Success: 100.0%, Total Flips: 111889, Time: 30.50 seconds
p=0.2, m/n=4.0, WalkSAT Success: 99.0%, Total Flips: 182789, Time: 49.71 seconds
p=0.2, m/n=4.1, WalkSAT Success: 98.0%, Total Flips: 312435, Time: 84.72 seconds
p=0.2, m/n=4.2, WalkSAT Success: 74.0%, Total Flips: 553101, Time: 155.64 seconds
p=0.2, m/n=4.3, WalkSAT Success: 19.0%, Total Flips: 882842, Time: 261.39 seconds
p=0.2, m/n=4.4, WalkSAT Success: 1.0%, Total Flips: 994945, Time: 278.25 seconds
p=0.3, m/n=3.5, WalkSAT Success: 100.0%, Total Flips: 70465, Time: 17.43 seconds
p=0.3, m/n=3.6, WalkSAT Success: 100.0%, Total Flips: 78897, Time: 19.87 seconds
p=0.3, m/n=3.7, WalkSAT Success: 100.0%, Total Flips: 88174, Time: 23.19 seconds
p=0.3, m/n=3.8, WalkSAT Success: 100.0%, Total Flips: 111087, Time: 29.34 seconds
p=0.3, m/n=3.9, WalkSAT Success: 100.0%, Total Flips: 175103, Time: 46.75 seconds
p=0.3, m/n=4.0, WalkSAT Success: 90.0%, Total Flips: 371275, Time: 99.69 seconds
p=0.3, m/n=4.1, WalkSAT Success: 63.0%, Total Flips: 637356, Time: 169.25 seconds
p=0.3, m/n=4.2, WalkSAT Success: 18.0%, Total Flips: 901233, Time: 239.93 seconds
p=0.3, m/n=4.3, WalkSAT Success: 1.0%, Total Flips: 997976, Time: 268.72 seconds
p=0.3, m/n=4.4, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 276.95 seconds
p=0.5, m/n=3.5, WalkSAT Success: 100.0%, Total Flips: 84741, Time: 20.62 seconds
p=0.5, m/n=3.6, WalkSAT Success: 100.0%, Total Flips: 99138, Time: 25.82 seconds
p=0.5, m/n=3.7, WalkSAT Success: 100.0%, Total Flips: 125813, Time: 32.83 seconds
p=0.5, m/n=3.8, WalkSAT Success: 100.0%, Total Flips: 225452, Time: 59.63 seconds
p=0.5, m/n=3.9, WalkSAT Success: 84.0%, Total Flips: 503297, Time: 135.00 seconds
p=0.5, m/n=4.0, WalkSAT Success: 44.0%, Total Flips: 784564, Time: 204.70 seconds
p=0.5, m/n=4.1, WalkSAT Success: 7.0%, Total Flips: 966959, Time: 256.70 seconds
p=0.5, m/n=4.2, WalkSAT Success: 1.0%, Total Flips: 996531, Time: 277.22 seconds
p=0.5, m/n=4.3, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 286.36 seconds
p=0.5, m/n=4.4, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 291.48 seconds
p=0.7, m/n=3.5, WalkSAT Success: 100.0%, Total Flips: 104376, Time: 26.66 seconds
p=0.7, m/n=3.6, WalkSAT Success: 100.0%, Total Flips: 150164, Time: 38.78 seconds
p=0.7, m/n=3.7, WalkSAT Success: 100.0%, Total Flips: 256756, Time: 64.39 seconds
p=0.7, m/n=3.8, WalkSAT Success: 67.0%, Total Flips: 647152, Time: 341.14 seconds
p=0.7, m/n=3.9, WalkSAT Success: 22.0%, Total Flips: 887329, Time: 426.08 seconds
p=0.7, m/n=4.0, WalkSAT Success: 6.0%, Total Flips: 967449, Time: 456.34 seconds
p=0.7, m/n=4.1, WalkSAT Success: 1.0%, Total Flips: 990990, Time: 505.88 seconds
p=0.7, m/n=4.2, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 505.49 seconds
p=0.7, m/n=4.3, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 502.88 seconds
p=0.7, m/n=4.4, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 544.81 seconds
p=0.7, m/n=4.5, WalkSAT Success: 0.0%, Total Flips: 1000000, Time: 546.33 seconds
