Configuration,n,avg_success,max_success,min_success,avg_total_flips,avg_time,phase_transition
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",50,61.86666666666667,100.0,0.0,65389.9,8.248666666666667,4.4
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",100,54.9,100.0,0.0,151290.0,19.067,4.1
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",250,50.56666666666667,100.0,0.0,410228.5333333333,82.513,4.0
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",500,46.9,100.0,0.0,869825.1666666666,102.691,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.2",1000,44.666666666666664,100.0,0.0,1797519.6,459.9663333333334,3.8
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",50,55.93333333333333,100.0,0.0,72137.33333333333,8.720666666666666,4.2
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",100,53.733333333333334,100.0,0.0,154100.8,19.266000000000002,4.1
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",250,49.4,100.0,0.0,421711.8333333333,78.31066666666668,4.0
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",500,46.63333333333333,100.0,0.0,875816.2666666667,105.52933333333334,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.5",1000,43.0,100.0,0.0,1839354.7,497.7323333333333,3.8
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",50,38.233333333333334,97.0,0.0,94521.56666666667,10.172,3.7
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",100,39.96666666666667,100.0,0.0,186256.06666666668,23.483666666666668,3.8
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",250,44.733333333333334,100.0,0.0,440734.56666666665,87.667,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",500,45.93333333333333,100.0,0.0,879444.7666666667,305.39633333333325,3.9
"p=0.5, max_tries=3, flips_coef=10, c=10, Q=0.8",1000,44.0,100.0,0.0,1817163.4333333333,470.9483333333334,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",100,56.166666666666664,100.0,0.0,148025.6,19.953333333333333,4.2
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",250,50.36666666666667,100.0,0.0,412062.6666666667,82.64633333333333,4.0
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",500,46.86666666666667,100.0,0.0,870779.7333333333,102.41199999999999,3.9
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.2",1000,44.9,100.0,0.0,1793254.0333333334,460.4166666666667,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",100,50.3,100.0,0.0,161686.36666666667,21.807666666666666,4.1
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",250,48.333333333333336,100.0,0.0,423004.0,86.129,3.9
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",500,46.333333333333336,100.0,0.0,875237.3333333334,105.26166666666668,3.9
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.5",1000,43.7,100.0,0.0,1819355.1,480.003,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",100,29.6,91.0,0.0,214739.7,27.011666666666667,3.3
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",250,37.2,100.0,0.0,490152.86666666664,96.71300000000001,3.7
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",500,43.53333333333333,100.0,0.0,909136.4,116.76366666666667,3.8
"p=0.5, max_tries=3, flips_coef=10, c=20, Q=0.8",1000,43.8,100.0,0.0,1817765.5,498.31766666666664,3.8
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",100,53.03333333333333,100.0,0.0,155518.16666666666,20.862000000000002,4.1
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",250,49.833333333333336,100.0,0.0,415776.76666666666,83.79566666666666,4.0
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",500,46.8,100.0,0.0,872321.0666666667,307.8363333333333,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.2",1000,44.4,100.0,0.0,1800584.0666666667,453.15766666666667,3.8
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",100,42.1,99.0,0.0,182372.63333333333,24.747333333333337,3.7
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",250,47.86666666666667,100.0,0.0,425890.93333333335,86.42166666666665,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",500,45.53333333333333,100.0,0.0,886607.4,107.06166666666668,3.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.5",1000,43.6,100.0,0.0,1824019.5,508.64833333333337,3.8
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",100,17.033333333333335,76.0,0.0,250110.53333333333,31.257,2.9
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",250,29.0,92.0,0.0,544439.6,50.28999999999999,3.4
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",500,37.46666666666667,100.0,0.0,981834.2,142.474,3.7
"p=0.5, max_tries=3, flips_coef=10, c=30, Q=0.8",1000,42.6,100.0,0.0,1840614.5333333334,493.2883333333333,3.8
