Configuration,avg_success,max_success,min_success,avg_total_flips,avg_time,phase_transition
"p=0.5, Q=0.8, c=10, max_tries=1, flips_coef=1",21.113333333333333,100.0,0.0,35420.58,6.740866666666667,3.0
"p=0.5, Q=0.8, c=10, max_tries=1, flips_coef=10",41.11333333333334,100.0,0.0,252638.42666666667,46.778866666666666,3.6
"p=0.5, Q=0.8, c=10, max_tries=1, flips_coef=20",42.52,100.0,0.0,465681.61333333334,77.46933333333334,3.6
"p=0.5, Q=0.8, c=10, max_tries=3, flips_coef=1",26.846666666666668,100.0,0.0,95555.37333333334,23.107866666666666,3.1
"p=0.5, Q=0.8, c=10, max_tries=3, flips_coef=10",42.94,100.0,0.0,679798.6,109.54306666666666,3.6
"p=0.5, Q=0.8, c=10, max_tries=3, flips_coef=20",44.586666666666666,100.0,0.0,1272256.0,172.93040000000002,3.7
"p=0.5, Q=0.8, c=10, max_tries=10, flips_coef=1",31.006666666666668,100.0,0.0,293955.9066666667,59.20033333333334,3.2
"p=0.5, Q=0.8, c=10, max_tries=10, flips_coef=10",43.77333333333333,100.0,0.0,2114890.1866666665,282.77706666666666,3.7
"p=0.5, Q=0.8, c=10, max_tries=10, flips_coef=20",45.10666666666667,100.0,0.0,4028038.38,466.5430666666666,3.7
