Configuration,avg_success,max_success,min_success,avg_total_flips,avg_time,phase_transition
"p=0.5, max_tries=3, flips_coef=10, Q=0.2, c=10",51.94,100.0,0.0,656713.2733333333,136.6726666666667,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.2, c=20",49.34166666666667,100.0,0.0,806644.7,220.27108333333334,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.2, c=30",48.95,100.0,0.0,807130.6333333333,172.2155,3.9
"p=0.5, max_tries=3, flips_coef=10, Q=0.5, c=10",49.6,100.0,0.0,669679.42,144.39380000000003,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.5, c=20",46.891666666666666,100.0,0.0,822052.175,177.71658333333332,3.8
"p=0.5, max_tries=3, flips_coef=10, Q=0.5, c=30",44.9,100.0,0.0,825356.7166666667,184.8299166666667,3.7
"p=0.5, max_tries=3, flips_coef=10, Q=0.8, c=10",42.78,100.0,0.0,679325.8133333334,140.61653333333334,3.6
"p=0.5, max_tries=3, flips_coef=10, Q=0.8, c=20",38.74166666666667,100.0,0.0,853591.1,182.39866666666666,3.4
"p=0.5, max_tries=3, flips_coef=10, Q=0.8, c=30",31.65,100.0,0.0,899230.8,178.66391666666667,2.9
